"","ID","stType","boostId","time.s.","startTime","endTime","points","subDate.resp","TCLE","dfs.i10","dfs.i20","dfs.i4","dfs.i21","dfs.i32","dfs.i24","dfs.i7","dfs.i17","dfs.i36","pre.c1","pre.c2","pre.c3","pre.c4","pre.c5","pre.c6","subDate.pos","fss.i4","fss.i7","fss.i10","fss.i11","fss.i17","fss.i21","fss.i24","fss.i27","fss.i32","pos.c1","pos.c2","pos.c3","pos.c4","pos.c5","pos.c6","etnia","gender","economic.class","city","edLevel","inBoost","inThreat","notInTreatAndNotInBoost","condicao","dfs","fss","autoeficacia.pre","autoeficacia.pos"
"47","p47","stMale","male4stem",230.14,1620149378860,1620149609000,15,"5/4/21 14:24","Aceito",3,3,2,3,4,3,2,3,4,4,4,4,4,3,3,"5/4/21 14:35",3,2,3,2,3,3,2,4,4,3,1,3,2,3,3,"Indíge","Feminino","Classe Média","Araçoiaba","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3,2.888888889,3.666666667,2.5
"48","p48","stMale","male4tpe",1113.735,1619813867722,1619814981457,15,"4/30/21 17:10","Aceito",4,4,3,4,4,3,4,4,4,7,7,7,6,7,6,"4/30/21 17:42",4,3,3,4,4,4,3,3,3,6,6,5,6,5,6,"Pardo","Masculino","Classe Média","Carpi","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.777777778,3.444444444,6.666666667,5.666666667
"49","p49","stMale","male4stem",338.95,1620149933418,1620150272368,16,"5/4/21 14:38","Aceito",4,2,3,4,4,4,5,4,5,8,8,8,8,8,8,"5/4/21 14:50",5,5,4,3,4,5,5,4,4,8,8,8,8,8,8,"Pardo","Masculino","Classe Média","Carpi PE","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.888888889,4.333333333,8,8
"50","p50","stMale","male4tpe",156.221,1619715430599,1619715586820,3,"4/29/21 13:56","Aceito",3,3,2,3,4,3,4,5,3,8,8,8,8,4,4,"4/29/21 14:01",3,5,4,2,2,4,2,4,3,8,8,8,7,5,7,"Pardo","Feminino","Classe Média","Paudalho","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.333333333,3.222222222,6.666666667,7.166666667
"51","p51","default","",351.77,1619716644364,1619716996134,11,"4/29/21 14:15","Aceito",3,2,4,5,3,4,3,2,5,4,3,2,1,1,4,"4/29/21 14:26",4,4,3,2,2,3,3,3,4,5,3,3,4,3,3,"Pardo","Masculino","Classe Média","Paudalho - Permbuco","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.444444444,3.111111111,2.5,3.5
"52","p52","default","",147.414,1619836949913,1619837097327,11,"4/30/21 23:42","Aceito",2,1,3,5,5,4,1,5,5,2,4,7,8,6,6,"4/30/21 23:47",3,5,3,4,1,5,5,5,5,3,4,3,7,8,7,"Pardo","Feminino","Classe Baixa","Carpi - Permbuco","3º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.444444444,4,5.5,5.333333333
"53","p53","stMale","male4tpe",1200.882,1619715620442,1619716821324,4,"4/29/21 14:00","Aceito",4,2,4,5,5,4,5,5,4,8,5,6,5,6,7,"4/29/21 14:29",4,5,4,4,5,4,3,3,4,8,8,8,8,4,5,"Pardo","Feminino","Classe Média","Paudalho- Pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.222222222,4,6.166666667,6.833333333
"54","p54","stMale","male4tpe",1200.882,1619715620442,1619716821324,4,"4/29/21 13:56","Aceito",4,2,4,5,5,4,5,5,4,8,5,6,5,6,7,"4/29/21 14:29",4,5,4,4,5,4,3,3,4,8,8,8,8,4,5,"Pardo","Feminino","Classe Média","Paudalho- Pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.222222222,4,6.166666667,6.833333333
"55","p55","stFemale","female4bolsas",244.243,1620147117665,1620147361908,4,"5/4/21 13:53","Aceito",4,1,5,5,5,5,4,5,5,3,6,4,2,2,2,"5/4/21 14:02",4,3,3,3,4,4,2,4,5,6,2,7,2,1,7,"Branco","Feminino","Classe Média","LAGOA DE ITAENGA","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.333333333,3.555555556,3.166666667,4.166666667
"56","p56","default","",103.844,1619715425174,1619715529018,4,"4/29/21 13:57","Aceito",3,3,3,4,4,4,4,4,3,5,5,5,5,5,5,"4/29/21 14:29",4,5,3,3,3,3,4,3,4,5,7,7,6,5,6,"Pardo","Feminino","Classe Média","Paudalho","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.555555556,3.555555556,5,6
"57","p57","stFemale","female4trigemeas",68.142,1620147315660,1620147383802,5,"5/4/21 13:55","Aceito",4,5,3,5,3,4,5,5,5,5,6,8,5,4,6,"5/4/21 13:57",5,4,5,4,5,4,5,4,5,5,5,5,6,5,6,"Pardo","Feminino","Classe Média","Tracunhaém","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.333333333,4.555555556,5.666666667,5.333333333
"58","p58","stFemale","female4bolsas",311.647,1619804978571,1619805290218,14,"4/30/21 14:49","Aceito",3,2,3,5,4,3,3,4,3,8,8,8,7,7,6,"4/30/21 15:00",3,5,3,2,4,3,3,3,4,8,5,6,7,4,4,"Pardo","Feminino","Classe Baixa","carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.333333333,3.333333333,7.333333333,5.666666667
"59","p59","stFemale","female4bolsas",240.91,1619715892101,1619716133011,16,"4/29/21 14:04","Aceito",3,2,4,5,5,3,2,3,4,8,8,8,7,7,6,"4/29/21 14:33",4,3,3,3,2,5,4,3,4,8,7,7,6,7,7,"Negro","Feminino","Classe Média","Paudalho- PE","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.444444444,3.444444444,7.333333333,7
"60","p60","default","",214.881,1619715426212,1619715641093,13,"4/29/21 13:57","Aceito",1,2,1,3,3,3,1,5,1,8,8,8,8,7,6,"4/29/21 14:02",1,5,5,3,3,3,1,1,1,8,4,6,5,5,1,"Branco","Masculino","Classe Média","Paudalho","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",2.222222222,2.555555556,7.5,4.833333333
"61","p61","default","",177.307,1619716986493,1619717163800,6,"4/29/21 14:23","Aceito",3,2,2,3,3,2,1,5,5,4,5,5,6,7,8,"4/29/21 14:32",4,2,3,2,2,4,3,2,4,6,1,5,7,4,3,"Pardo","Feminino","Classe Média","paudalho","1º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",2.888888889,2.888888889,5.833333333,4.333333333
"62","p62","stFemale","female4bolsas",768.621,1620147822156,1620148590777,15,"5/4/21 14:03","Aceito",3,2,3,3,4,4,2,5,3,2,8,6,8,1,8,"5/4/21 14:24",5,3,3,3,3,4,3,3,3,8,8,8,8,2,1,"Branco","Masculino","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.222222222,3.333333333,5.5,5.833333333
"63","p63","stMale","male4tpe",527.761,1620154986342,1620155514103,12,"5/4/21 16:03","Aceito",4,4,3,4,4,4,5,5,5,6,6,6,8,8,8,"5/4/21 16:16",3,4,4,3,3,4,3,4,4,8,8,8,8,6,6,"Pardo","Feminino","Classe Baixa","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.222222222,3.555555556,7,7.333333333
"64","p64","stFemale","female4trigemeas",120.627,1620147256143,1620147376770,2,"5/4/21 13:54","Aceito",2,3,1,4,5,2,3,1,4,3,5,1,3,8,5,"5/4/21 13:57",2,5,3,2,4,1,4,1,3,2,3,1,6,4,3,"Negro","Masculino","Classe Média","Carpi/pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",2.777777778,2.777777778,4.166666667,3.166666667
"65","p65","stMale","male4stem",479.537,1619716795073,1619717274610,16,"4/29/21 14:16","Aceito",5,4,5,5,4,5,5,3,5,8,8,8,8,4,4,"4/29/21 14:33",5,5,5,5,3,4,4,4,5,8,8,8,8,5,8,"Pardo","Masculino","Classe Baixa","Paudalho","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.555555556,4.444444444,6.666666667,7.5
"66","p66","stMale","male4stem",479.537,1619716795073,1619717274610,16,"4/29/21 14:16","Aceito",5,4,5,5,4,5,5,3,5,8,8,8,8,4,4,"4/29/21 14:34",5,5,5,5,3,4,4,4,5,8,8,8,8,5,8,"Pardo","Masculino","Classe Baixa","Paudalho","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.555555556,4.444444444,6.666666667,7.5
"67","p67","stMale","male4stem",479.537,1619716795073,1619717274610,16,"4/29/21 14:12","Aceito",5,4,5,5,2,5,5,3,5,8,8,8,8,8,6,"4/29/21 14:33",5,5,5,5,3,4,4,4,5,8,8,8,8,5,8,"Pardo","Masculino","Classe Baixa","Paudalho","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.333333333,4.444444444,7.666666667,7.5
"68","p68","stMale","male4stem",479.537,1619716795073,1619717274610,16,"4/29/21 14:12","Aceito",5,4,5,5,2,5,5,3,5,8,8,8,8,8,6,"4/29/21 14:34",5,5,5,5,3,4,4,4,5,8,8,8,8,5,8,"Pardo","Masculino","Classe Baixa","Paudalho","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.333333333,4.444444444,7.666666667,7.5
"69","p69","stMale","male4stem",6113.038,1620155506416,1620161619454,13,"5/4/21 16:12","Aceito",5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,"5/4/21 17:56",5,5,5,4,5,4,4,5,5,8,8,8,8,3,8,"Branco","Feminino","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",5,4.666666667,8,7.166666667
"70","p70","stFemale","female4trigemeas",538.665,1620154823326,1620155361991,9,"5/4/21 16:01","Aceito",4,3,2,4,4,4,2,4,5,5,5,6,5,4,2,"5/4/21 16:15",3,5,4,2,5,3,4,3,4,6,7,2,6,1,7,"Pardo","Masculino","Classe Baixa","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.555555556,3.666666667,4.5,4.833333333
"71","p71","stFemale","female4trigemeas",265.956,1620149590002,1620149855958,12,"5/4/21 14:33","Aceito",5,3,5,5,4,5,3,5,5,8,8,7,4,6,3,"5/4/21 14:42",4,4,3,5,2,5,3,5,5,8,7,6,5,3,3,"Pardo","Masculino","Classe Média","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.444444444,4,6,5.333333333
"72","p72","default","",360.825,1619714802555,1619715163380,14,"4/29/21 13:41","Aceito",5,4,4,3,5,5,1,5,5,8,8,8,8,8,8,"4/29/21 14:02",5,5,3,5,3,5,5,4,2,8,8,8,8,7,8,"Branco","Masculino","Classe Média","JARDIM BRASIL oLINDA","2º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",4.111111111,4.111111111,8,7.833333333
"73","p73","stFemale","female4trigemeas",255.959,1619716206746,1619716462705,9,"4/29/21 14:10","Aceito",4,3,5,4,5,3,4,4,5,4,4,3,6,3,3,"4/29/21 14:16",5,5,4,4,5,5,4,4,3,4,3,3,4,4,3,"Branco","Masculino","Classe Baixa","PAUDALHO","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.111111111,4.333333333,3.833333333,3.5
"74","p74","stFemale","female4trigemeas",219.806,1619653302804,1619653522610,9,"4/28/21 20:41","Aceito",1,1,1,1,1,1,1,1,1,8,7,7,8,7,7,"4/28/21 20:46",5,5,5,5,5,5,5,5,5,8,8,8,7,7,7,"Branco","Feminino","Classe Baixa","carpi","3º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",1,5,7.333333333,7.5
"75","p75","default","",283.066,1619803898938,1619804182004,12,"4/30/21 14:31","Aceito",5,3,4,5,5,5,3,3,5,7,7,7,5,5,5,"4/30/21 14:42",4,3,4,4,1,5,5,4,5,8,8,7,8,5,6,"Pardo","Feminino","Classe Média","Carpi- PE","2º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",4.222222222,3.888888889,6,7
"76","p76","stMale","male4stem",113.915,1620148247641,1620148361556,12,"5/4/21 14:10","Aceito",3,2,3,4,3,3,3,4,3,8,8,8,8,1,1,"5/4/21 14:15",4,5,3,3,3,4,4,5,4,8,8,8,8,1,1,"Branco","Feminino","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.111111111,3.888888889,5.666666667,5.666666667
"77","p77","default","",388.422,1619829720506,1619830108928,14,"4/30/21 21:41","Aceito",5,5,5,5,5,5,5,5,5,8,8,8,8,8,8,"4/30/21 21:53",5,5,5,4,4,5,5,5,5,8,8,8,8,8,8,"Amarelo","Masculino","Classe Média","Carpi","3º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",5,4.777777778,8,8
"78","p78","stFemale","female4bolsas",88.546,1620147499038,1620147587584,2,"5/4/21 13:58","Aceito",4,1,5,5,5,3,4,4,5,8,8,1,8,4,1,"5/4/21 14:00",5,3,5,4,5,5,5,5,5,7,8,6,5,5,5,"Amarelo","Masculino","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4,4.666666667,5,6
"79","p79","stMale","male4enem",142.624,1619804411764,1619804554388,2,"4/30/21 14:40","Aceito",4,2,4,4,4,4,5,5,5,8,8,8,6,6,7,"4/30/21 14:48",2,5,2,3,3,2,3,4,2,8,7,6,8,6,4,"Branco","Masculino","Classe Média","Carpi","3º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.111111111,2.888888889,7.166666667,6.5
"80","p80","stFemale","female4bolsas",1853.976,1619834105492,1619835959468,19,"4/30/21 22:55","Aceito",5,4,3,4,4,2,3,5,5,8,8,8,8,8,8,"4/30/21 23:34",4,2,5,5,5,2,3,5,5,8,8,8,8,8,8,"Branco","Masculino","Classe Média","carpi","3º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.888888889,4,8,8
"81","p81","default","",394.778,1619809400798,1619809795576,16,"4/30/21 16:05","Aceito",5,2,3,4,4,3,1,5,5,8,8,8,7,7,8,"4/30/21 16:17",4,2,5,5,3,5,4,3,5,8,8,8,8,8,8,"Branco","Feminino","Classe Média","Tracunhaém","2º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.555555556,4,7.666666667,8
"82","p82","default","",394.778,1619809400798,1619809795576,16,"4/30/21 16:04","Aceito",5,2,3,4,4,3,1,5,5,8,8,8,7,7,8,"4/30/21 16:17",4,2,5,5,3,5,4,3,5,8,8,8,8,8,8,"Branco","Feminino","Classe Média","Tracunhaém","2º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.555555556,4,7.666666667,8
"83","p83","stFemale","female4math",258.046,1620147038383,1620147296429,13,"5/4/21 13:50","Aceito",4,2,4,5,4,5,5,3,5,8,8,8,8,6,8,"5/4/21 13:56",4,5,4,3,3,5,5,5,5,8,8,8,6,5,6,"Pardo","Masculino","Classe Média","carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.111111111,4.333333333,7.666666667,6.833333333
"84","p84","stFemale","female4trigemeas",133.71,1620147565910,1620147699620,3,"5/4/21 13:59","Aceito",4,2,3,5,5,4,3,4,5,4,5,4,4,5,4,"5/4/21 14:03",3,4,4,4,4,5,4,5,4,5,6,6,5,6,5,"Pardo","Masculino","Classe Média","Tracunhaém","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.888888889,4.111111111,4.333333333,5.5
"85","p85","stMale","male4enem",190.357,1620148061477,1620148251834,11,"5/4/21 14:07","Aceito",3,2,5,5,5,2,1,5,1,8,8,1,5,3,6,"5/4/21 14:12",5,5,5,5,5,5,5,5,5,8,8,8,8,8,6,"Branco","Masculino","Classe Alta","lagoa do carro","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.222222222,5,5.166666667,7.666666667
"86","p86","stMale","male4stem",455.27,1620151227284,1620151682554,11,"5/4/21 15:00","Aceito",4,3,4,5,3,4,4,3,5,7,8,8,6,8,6,"5/4/21 15:13",5,5,4,5,5,4,5,5,5,8,8,8,8,8,8,"Indíge","Masculino","Classe Média","zaré da Mata","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.888888889,4.777777778,7.166666667,8
"87","p87","default","",273.339,1619804968820,1619805242159,13,"4/30/21 14:49","Aceito",3,2,4,3,4,4,1,5,4,8,8,8,8,5,6,"4/30/21 14:56",5,2,3,2,3,5,4,4,5,8,8,8,8,1,8,"Pardo","Masculino","Classe Média","Carpi","2º ano - Ensino Médio Técnico",FALSE,FALSE,TRUE,"neutro",3.333333333,3.666666667,7.166666667,6.833333333
"88","p88","stMale","male4enem",226.415,1620152982481,1620153208896,16,"5/4/21 15:16","Aceito",4,4,4,4,5,3,3,5,4,8,8,8,8,6,6,"5/4/21 15:37",4,3,4,4,4,3,4,3,5,7,7,7,6,5,6,"Branco","Masculino","Classe Média","Carpi PE","2º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4,3.777777778,7.333333333,6.333333333
"89","p89","stFemale","female4bolsas",161.565,1620147118715,1620147280280,3,"5/4/21 13:52","Aceito",4,2,4,5,3,4,3,4,2,8,8,4,3,3,8,"5/4/21 13:56",4,3,4,3,4,4,3,4,5,6,8,3,8,7,5,"Pardo","Masculino","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.444444444,3.777777778,5.666666667,6.166666667
"90","p90","stFemale","female4bolsas",129.907,1620147083272,1620147213179,3,"5/4/21 13:51","Aceito",4,1,5,5,5,5,5,4,5,8,7,8,8,7,8,"5/4/21 13:55",5,5,5,5,5,5,5,5,5,8,8,7,7,8,8,"Pardo","Feminino","Classe Média","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.333333333,5,7.666666667,7.666666667
"91","p91","stMale","male4enem",323.254,1619828752303,1619829075557,20,"4/30/21 21:13","Aceito",4,2,1,4,4,3,5,5,5,7,7,7,7,7,7,"4/30/21 21:34",3,1,4,3,5,5,1,5,5,7,8,7,7,7,7,"Pardo","Masculino","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.666666667,3.555555556,7,7.166666667
"92","p92","stMale","male4enem",323.254,1619828752303,1619829075557,20,"4/30/21 21:03","Aceito",4,2,1,4,4,3,5,5,5,7,7,7,7,7,7,"4/30/21 21:34",3,1,4,3,5,5,1,5,5,7,8,7,7,7,7,"Pardo","Masculino","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.666666667,3.555555556,7,7.166666667
"93","p93","stMale","male4enem",323.254,1619828752303,1619829075557,20,"4/30/21 21:09","Aceito",4,2,1,4,4,3,5,5,5,7,7,7,7,7,7,"4/30/21 21:34",3,1,4,3,5,5,1,5,5,7,8,7,7,7,7,"Pardo","Masculino","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.666666667,3.555555556,7,7.166666667
