"","stType","gender","X","ID","boostId","time.s.","startTime","endTime","points","subDate.resp","TCLE","dfs.i10","dfs.i20","dfs.i4","dfs.i21","dfs.i32","dfs.i24","dfs.i7","dfs.i17","dfs.i36","pre.c1","pre.c2","pre.c3","pre.c4","pre.c5","pre.c6","subDate.pos","fss.i4","fss.i7","fss.i10","fss.i11","fss.i17","fss.i21","fss.i24","fss.i27","fss.i32","pos.c1","pos.c2","pos.c3","pos.c4","pos.c5","pos.c6","etnia","economic.class","city","edLevel","inBoost","inThreat","notInTreatAndNotInBoost","condicao","dfs","fss","autoeficacia.pre","autoeficacia.pos","std.autoeficacia.pos"
"39","stFemale","Feminino",22,"p22","female4math",190.557,1619811081811,1619811272368,11,"2021-04-30 16:31:19","Aceito",4,4,5,5,5,5,4,5,4,8,8,8,8,5,5,"2021-04-30 16:37:49",5,4,3,4,2,4,5,3,5,6,7,6,3,3,4,"Pardo","Classe Média","Araçoiaba","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.55555555555556,3.88888888888889,7,4.83333333333333,-2.04124145231932
"40","stFemale","Feminino",24,"p24","female4trigemeas",372.012,1619802991593,1619803363605,15,"2021-04-30 14:16:20","Aceito",2,1,1,3,3,2,3,4,3,8,8,8,8,8,8,"2021-04-30 14:27:02",5,1,2,3,4,5,3,2,5,8,8,7,8,1,6,"Branco","Classe Média","Lagoa do Carro","3º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",2.44444444444444,3.33333333333333,7.81666666666667,6.33333333333333,-1.63299316185545
"41","stFemale","Feminino",31,"p31","female4bolsas",247.075,1620147260144,1620147507219,12,"2021-05-04 13:54:36","Aceito",4,3,2,4,3,3,2,2,4,5,4,3,5,4,3,"2021-05-04 14:01:33",5,2,2,4,4,4,5,4,5,8,8,8,8,1,8,"Pardo","Classe Média","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3,3.88888888888889,4,6.83333333333333,-1.47196014438798
"42","stFemale","Feminino",36,"p36","female4math",75.487,1620048887416,1620048962903,7,"2021-05-03 10:28:58","Aceito",3,3,3,3,3,3,3,3,3,6,6,6,7,8,8,"2021-05-03 10:31:49",5,5,4,4,4,4,4,4,5,5,6,6,7,8,7,"Branco","Classe Alta","capi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3,4.33333333333333,6.83333333333333,6.5,-1.58113883008419
"43","stFemale","Feminino",55,"p55","female4bolsas",244.243,1620147117665,1620147361908,4,"2021-05-04 13:53:44","Aceito",4,1,5,5,5,5,4,5,5,3,6,4,2,2,2,"2021-05-04 14:02:39",4,3,3,3,4,4,2,4,5,6,2,7,2,1,7,"Branco","Classe Média","LAGOA DE ITAENGA","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.33333333333333,3.55555555555556,3.625,4.16666666666667,-2.19848432637882
"44","stFemale","Feminino",57,"p57","female4trigemeas",68.142,1620147315660,1620147383802,5,"2021-05-04 13:55:13","Aceito",4,5,3,5,3,4,5,5,5,5,6,8,5,4,6,"2021-05-04 13:57:16",5,4,5,4,5,4,5,4,5,5,5,5,6,5,6,"Pardo","Classe Média","Tracunhaém","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.33333333333333,4.55555555555556,5.66666666666667,5.33333333333333,-1.91485421551268
"45","stFemale","Feminino",58,"p58","female4bolsas",311.647,1619804978571,1619805290218,14,"2021-04-30 14:49:33","Aceito",3,2,3,5,4,3,3,4,3,8,8,8,7,7,6,"2021-04-30 15:00:12",3,5,3,2,4,3,3,3,4,8,5,6,7,4,4,"Pardo","Classe Baixa","carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.33333333333333,3.33333333333333,7.33333333333333,5.66666666666667,-1.82574185835055
"46","stFemale","Feminino",59,"p59","female4bolsas",240.91,1619715892101,1619716133011,16,"2021-04-29 14:04:46","Aceito",3,2,4,5,5,3,2,3,4,8,8,8,7,7,6,"2021-04-29 14:33:47",4,3,3,3,2,5,4,3,4,8,7,7,6,7,7,"Negro","Classe Média","Paudalho- PE","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.44444444444444,3.44444444444444,7.33333333333333,7,-1.4142135623731
"47","stFemale","Feminino",74,"p74","female4trigemeas",219.806,1619653302804,1619653522610,9,"2021-04-28 20:41:34","Aceito",1,1,1,1,1,1,1,1,1,8,7,7,8,7,7,"2021-04-28 20:46:28",5,5,5,5,5,5,5,5,5,8,8,8,7,7,7,"Branco","Classe Baixa","carpi","3º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",1,5,7.33333333333333,7.5,-1.22474487139159
"48","stFemale","Feminino",90,"p90","female4bolsas",129.907,1620147083272,1620147213179,3,"2021-05-04 13:51:52","Aceito",4,1,5,5,5,5,5,4,5,8,7,8,8,7,8,"2021-05-04 13:55:40",5,5,5,5,5,5,5,5,5,8,8,7,7,8,8,"Pardo","Classe Média","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",4.33333333333333,5,7.66666666666667,7.575,-1.15470053837925
"49","stFemale","Feminino",119,"p119","female4trigemeas",262.578,1620147447694,1620147710272,13,"2021-05-04 13:57:29","Aceito",2,3,2,4,3,4,2,4,5,8,8,8,8,8,1,"2021-05-04 14:05:17",1,5,4,4,5,1,1,5,4,8,8,2,2,1,1,"Branco","Classe Média","zaré Da Mata","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.22222222222222,3.33333333333333,6.83333333333333,3.94916666666667,-2.3094010767585
"50","stFemale","Feminino",123,"p123","female4bolsas",339.941,1620147137257,1620147477198,14,"2021-05-04 13:52:18","Aceito",3,4,3,2,2,3,4,4,5,7,8,7,6,8,6,"2021-05-04 14:02:02",4,4,3,5,4,2,4,4,5,8,8,4,7,2,6,"Branco","Classe Média","Carpi","1º ano - Ensino Médio Técnico",TRUE,FALSE,FALSE,"inBoost",3.33333333333333,3.88888888888889,7,5.83333333333333,-1.77951304200522
"51","stFemale","Masculino",5,"p05","female4math",171.267,1620148877169,1620149048436,13,"2021-05-04 14:09:02","Aceito",4,4,3,4,3,4,3,4,3,8,8,8,8,6,6,"2021-05-04 14:17:47",5,5,3,5,1,3,3,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.55555555555556,3.44444444444444,7.33333333333333,6.5,-1.58113883008419
"52","stFemale","Masculino",6,"p06","female4math",171.267,1620148877169,1620149048436,13,"2021-05-04 14:09:02","Aceito",4,4,3,4,3,4,3,4,3,8,8,8,8,6,6,"2021-05-04 14:25:46",5,5,3,3,1,3,5,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.55555555555556,3.44444444444444,7.33333333333333,6.5,-1.58113883008419
"53","stFemale","Masculino",7,"p07","female4math",171.267,1620148877169,1620149048436,13,"2021-05-04 14:01:07","Aceito",4,4,4,4,3,4,3,4,3,8,8,8,8,7,7,"2021-05-04 14:17:47",5,5,3,5,1,3,3,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,3.44444444444444,7.66666666666667,6.5,-1.58113883008419
"54","stFemale","Masculino",8,"p08","female4math",171.267,1620148877169,1620149048436,13,"2021-05-04 14:01:07","Aceito",4,4,4,4,3,4,3,4,3,8,8,8,8,7,7,"2021-05-04 14:25:46",5,5,3,3,1,3,5,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,3.44444444444444,7.66666666666667,6.5,-1.58113883008419
"55","stFemale","Masculino",11,"p11","female4math",171.267,1620148877169,1620149048436,13,"2021-05-04 14:21:36","Aceito",4,4,3,4,3,4,3,4,4,8,8,8,6,6,5,"2021-05-04 14:17:47",5,5,3,5,1,3,3,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,3.44444444444444,6.83333333333333,6.5,-1.58113883008419
"56","stFemale","Masculino",12,"p12","female4math",171.267,1620148877169,1620149048436,13,"2021-05-04 14:21:36","Aceito",4,4,3,4,3,4,3,4,4,8,8,8,6,6,5,"2021-05-04 14:25:46",5,5,3,3,1,3,5,3,3,8,8,8,8,4,3,"Branco","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,3.44444444444444,6.83333333333333,6.5,-1.58113883008419
"57","stFemale","Masculino",15,"p15","female4trigemeas",458.785,1620149636907,1620150095692,14,"2021-05-04 14:32:14","Aceito",5,4,4,4,4,4,3,3,5,8,8,8,8,8,3,"2021-05-04 14:44:41",4,2,4,3,3,5,4,4,5,8,8,7,4,3,3,"Negro","Classe Baixa","zaré da Mata","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4,3.77777777777778,7.16666666666667,5.5,-1.87082869338697
"58","stFemale","Masculino",16,"p16","female4trigemeas",458.785,1620149636907,1620150095692,14,"2021-05-04 14:34:14","Aceito",5,4,4,4,4,4,3,3,5,8,8,8,8,8,3,"2021-05-04 14:44:41",4,2,4,3,3,5,4,4,5,8,8,7,4,3,3,"Negro","Classe Baixa","zaré da Mata","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4,3.77777777777778,7.16666666666667,5.5,-1.87082869338697
"59","stFemale","Masculino",20,"p20","female4trigemeas",270.65,1620149555186,1620149825836,16,"2021-05-04 14:32:53","Aceito",4,3,2,4,3,3,1,2,4,7,6,7,5,7,6,"2021-05-04 14:42:38",4,5,3,4,1,4,5,3,2,8,8,8,8,6,8,"Pardo","Classe Baixa","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",2.88888888888889,3.44444444444444,6.33333333333333,7.66666666666667,-1.15470053837925
"60","stFemale","Masculino",30,"p30","female4trigemeas",405.027,1619809446974,1619809852001,15,"2021-04-30 16:04:04","Aceito",5,3,3,4,3,3,5,5,5,8,8,8,7,8,8,"2021-04-30 16:14:48",5,5,5,4,2,5,5,5,5,8,8,8,8,8,8,"Amarelo","Classe Baixa","Lagoa De Itaenga","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4,4.55555555555556,7.83333333333333,8,-1
"61","stFemale","Masculino",34,"p34","female4trigemeas",199.696,1620149442104,1620149641800,6,"2021-05-04 14:30:40","Aceito",4,3,2,4,4,3,4,5,5,8,8,8,6,6,5,"2021-05-04 14:36:18",3,4,2,2,5,3,2,3,3,8,8,6,7,6,7,"Branco","Classe Média","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.77777777777778,3,6.83333333333333,7,-1.4142135623731
"62","stFemale","Masculino",45,"p45","female4math",92.905,1620146951875,1620147044780,4,"2021-05-04 13:49:06","Aceito",4,2,4,5,5,4,5,4,5,2,6,6,5,4,5,"2021-05-04 13:52:30",4,4,3,2,4,5,4,3,2,4,7,6,8,7,6,"Pardo","Classe Baixa","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.22222222222222,3.44444444444444,4.66666666666667,6.33333333333333,-1.63299316185545
"63","stFemale","Masculino",62,"p62","female4bolsas",768.621,1620147822156,1620148590777,15,"2021-05-04 14:03:39","Aceito",3,2,3,3,4,4,2,5,3,2,8,6,8,1,8,"2021-05-04 14:24:24",5,3,3,3,3,4,3,3,3,8,8,8,8,2,1,"Branco","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.22222222222222,3.33333333333333,5.5,5.83333333333333,-1.77951304200522
"64","stFemale","Masculino",64,"p64","female4trigemeas",120.627,1620147256143,1620147376770,2,"2021-05-04 13:54:15","Aceito",2,3,1,4,5,2,3,1,4,3,5,1,3,8,5,"2021-05-04 13:57:26",2,5,3,2,4,1,4,1,3,2,3,1,6,4,3,"Negro","Classe Média","Carpi/pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",2.77777777777778,2.77777777777778,4.16666666666667,4.14333333333333,-2.41522945769824
"65","stFemale","Masculino",70,"p70","female4trigemeas",538.665,1620154823326,1620155361991,9,"2021-05-04 16:01:16","Aceito",4,3,2,4,4,4,2,4,5,5,5,6,5,4,2,"2021-05-04 16:15:21",3,5,4,2,5,3,4,3,4,6,7,2,6,1,7,"Pardo","Classe Baixa","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.55555555555556,3.66666666666667,4.5,4.83333333333333,-2.04124145231932
"66","stFemale","Masculino",71,"p71","female4trigemeas",265.956,1620149590002,1620149855958,12,"2021-05-04 14:33:27","Aceito",5,3,5,5,4,5,3,5,5,8,8,7,4,6,3,"2021-05-04 14:42:29",4,4,3,5,2,5,3,5,5,8,7,6,5,3,3,"Pardo","Classe Média","Carpi","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.44444444444444,4,6,5.33333333333333,-1.91485421551268
"67","stFemale","Masculino",73,"p73","female4trigemeas",255.959,1619716206746,1619716462705,9,"2021-04-29 14:10:02","Aceito",4,3,5,4,5,3,4,4,5,4,4,3,6,3,3,"2021-04-29 14:16:47",5,5,4,4,5,5,4,4,3,4,3,3,4,4,3,"Branco","Classe Baixa","PAUDALHO","2º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.11111111111111,4.33333333333333,3.96666666666667,4.14333333333333,-2.34520787991171
"68","stFemale","Masculino",78,"p78","female4bolsas",88.546,1620147499038,1620147587584,2,"2021-05-04 13:58:19","Aceito",4,1,5,5,5,3,4,4,5,8,8,1,8,4,1,"2021-05-04 14:00:53",5,3,5,4,5,5,5,5,5,7,8,6,5,5,5,"Amarelo","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4,4.66666666666667,5,6,-1.73205080756888
"69","stFemale","Masculino",80,"p80","female4bolsas",1853.976,1619834105492,1619835959468,19,"2021-04-30 22:55:01","Aceito",5,4,3,4,4,2,3,5,5,8,8,8,8,8,8,"2021-04-30 23:34:40",4,2,5,5,5,2,3,5,5,8,8,8,8,8,8,"Branco","Classe Média","carpi","3º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.88888888888889,4,7.93333333333333,8,-1
"70","stFemale","Masculino",83,"p83","female4math",258.046,1620147038383,1620147296429,13,"2021-05-04 13:50:37","Aceito",4,2,4,5,4,5,5,3,5,8,8,8,8,6,8,"2021-05-04 13:56:45",4,5,4,3,3,5,5,5,5,8,8,8,6,5,6,"Pardo","Classe Média","carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.11111111111111,4.33333333333333,7.66666666666667,6.83333333333333,-1.47196014438798
"71","stFemale","Masculino",84,"p84","female4trigemeas",133.71,1620147565910,1620147699620,3,"2021-05-04 13:59:44","Aceito",4,2,3,5,5,4,3,4,5,4,5,4,4,5,4,"2021-05-04 14:03:18",3,4,4,4,4,5,4,5,4,5,6,6,5,6,5,"Pardo","Classe Média","Tracunhaém","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.88888888888889,4.11111111111111,4.33333333333333,5.5,-1.87082869338697
"72","stFemale","Masculino",89,"p89","female4bolsas",161.565,1620147118715,1620147280280,3,"2021-05-04 13:52:15","Aceito",4,2,4,5,3,4,3,4,2,8,8,4,3,3,8,"2021-05-04 13:56:20",4,3,4,3,4,4,3,4,5,6,8,3,8,7,5,"Pardo","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.44444444444444,3.77777777777778,5.66666666666667,6.16666666666667,-1.68325082306035
"73","stFemale","Masculino",103,"p103","female4trigemeas",181.797,1620148305550,1620148487347,12,"2021-05-04 14:01:00","Aceito",3,1,4,4,5,5,5,1,5,8,8,8,8,1,1,"2021-05-04 14:19:44",5,5,5,4,5,5,5,5,5,8,4,5,8,5,5,"Branco","Classe Média","Carpi-PE.","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,4.88888888888889,5.66666666666667,5.83333333333333,-1.77951304200522
"74","stFemale","Masculino",108,"p108","female4math",254.822,1620146670446,1620146925268,11,"2021-05-04 13:45:34","Aceito",4,4,5,5,4,5,5,5,4,8,8,8,8,3,8,"2021-05-04 13:51:44",5,5,4,5,3,5,3,4,5,8,8,8,8,8,8,"Branco","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.55555555555556,4.33333333333333,7.16666666666667,8,-1
"76","stFemale","Masculino",113,"p113","female4bolsas",193.355,1620147503092,1620147696447,12,"2021-05-04 13:58:38","Aceito",4,4,5,5,5,4,3,2,5,8,8,8,8,8,6,"2021-05-04 14:04:30",4,5,4,4,1,4,4,5,5,8,5,4,8,6,6,"Pardo","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",4.11111111111111,4,7.66666666666667,6.16666666666667,-1.68325082306035
"77","stFemale","Masculino",114,"p114","female4trigemeas",254.721,1620148029071,1620148283792,14,"2021-05-04 14:07:16","Aceito",3,2,3,4,3,3,4,4,3,2,6,6,3,3,3,"2021-05-04 14:30:36",3,2,4,4,4,2,3,4,4,6,6,6,6,2,5,"Pardo","Classe Média","Carpi","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.22222222222222,3.33333333333333,3.96666666666667,5.16666666666667,-1.95789002074512
"78","stFemale","Masculino",115,"p115","female4trigemeas",202.538,1620143896695,1620144099233,10,"2021-05-04 13:56:42","Aceito",5,1,3,4,5,4,3,3,5,6,8,8,8,7,8,"2021-05-04 14:02:53",3,4,3,1,5,5,5,5,5,8,7,8,5,5,5,"Pardo","Classe Baixa","Lagoa de itaenga Pe","1º ano - Ensino Médio Técnico",FALSE,TRUE,FALSE,"inThreat",3.66666666666667,4,7.5,6.33333333333333,-1.63299316185545
